Plaintext,Ciphertext,Algorithm
aqCzEBy6yTcIiIIFtuTS0GCfUQidOEuneR10nT6yJxMmgxXWTizigQPcE1sT58fqY9qoaO0haZyfr7swjLY3My7twTDtr7nneMYN2EgZhR2xoo0p4rYL7CkN,dtfcheb6bwflllliwxwv0jfixtlgrhxqhu10qw6bmappjaazwlcljtsfh1vw58itb9trdr0kdcbiu7vzmob3pb7wzwgwu7qqhpbq2hjcku2arr0s4ubo7fnq,Compressocrat
VTISw0JTAOeUHHGf17EGzd8T7Z4ihxKLjFMqnDB6oGiF5sL3c86nnhkklo3MuqJc74CasCnRhtU84V45HnZzJDtDEU2FqaDbozyA3WwzaaR9Cy9Tik2J2jh39lYRPIihL17n2,0GF3q8UzjnVGhilnJyiiOTDn45a9l JzMcJ42ah2UZ6hanbyR S7LsMtDWJ1TfxFoRDAkhe7BnCHDCY wEjLuUEw27H4oksZo9P Tdq8cVFa3 I1K53ht32LA8n674qR9 HiGkCzzTI ,Complete Columnar Transposition
6tUXxPL1BKkQWc5zzQ9zc4rIwoglmqP6qnvHZUrL4Jfh9HQt3ZBwgj9qlhb3yVpDJRfEWTbtJTU8oYyqO8HgfSAUvLw7xV0JZOTxK7qkeNpFKW,6wxaaso1enntzf5cct9cf4ulzrjopts6tqykcxuo4mik9ktw3cezjm9toke3bysgmuihzwewmwx8rbbtr8kjivdxyoz7ay0mcrwan7tnhqsinz,Compressocrat
BHFEFxKnxYJBen1XtfFqMeLwoX0Jb9JPIZtlBYF2immMMaRZF2zhx3bcgefoNgvtH9atslVmAqFNkWeqLMafa3UH8zgZ7yX060q0DTMbt1OZQMK9fv5EoHQ7byDN8KyDQoyClcLRzhc,ekihianqabmehq1awiitphozra0me9mslcwoebi2lppppduci2cka3efjhirqjywk9dwvoypdtiqnzhtopdid3xk8cjc7ba060t0gwpew1rctpn9iy5hrkt7ebgq8nbgtrbfofouckf,Compressocrat
KCk5r6xNEgQ2WPxx6RCNmkX4FDahhRvtRNg19DRFnOZlU12Aa09LBGvAGJSI3PRJAWec7WHvRMEm8wGy9E31061Ls1n8S6m2Arr4FdkymjFz1FQB4ZW3wMzZ3ZqVvHCPVyyNq0LOqCVfww1OZV,5xD9ASW98kZvO ENvOBJE6Azzyw xRhF9PR1mjwPV kPF12J7ynd4VLVCW4g1GcG1FBq0ZK2XNUAews4QZqOgmtZGAm1r1Zyw 66hR03v36m3CC QkRlvW8LrF3N1 NCRnLRM02FMVf rxaDaIHESyWHq ,Complete Columnar Transposition
FkMPaJUrR1VHNzu4oPNqv4bpCZ0wrJ38cX9EHaxoInmUIx7zLmlUMhpAMytVHcS6rZXbEoDnd9Z4rfwaU4ynlZTq1bugcZV4jAxHo3ICOLBnm5s7zDrPBrSY95z3BVcpn228i5Fm0Y,inpsdmxuu1ykqcx4rsqty4esfc0zum38fa9hkdarlqpxla7copoxpksdpbwykfv6ucaehrgqg9c4uizdx4bqocwt1exjfcy4mdakr3lfroeqp5v7cguseuvb95c3eyfsq228l5ip0b,Compressocrat
EZIhR3MuhztHqL4DEKOEmHmp31bBfqqn4uC3PxrT8EHLn2vb8Z6wQWXPRlAclWDbUz3HEvBWEdEfO26SIR8h8kMlp4Uz7g3nKhimFDqxMPLH9t9R,IHmqrbRzEh7D9ZtEfxvPUd8zFtEzOBP2XbERUm934p4E6cE2MnM RLmn8ZAHOk3x MD3uHwlv6lKP uE1CLQWBSphL hKb3nWDWI4iH hqHqT8l3f8gqR,Complete Columnar Transposition
LeWcOZWz2Pxh4b0BrcFc9DHnWIRPtCHUrGmZaoqH1XwDnB73vQsSRa3s4qNiElGdNamh3CJ30GpYQYyZqpV8fBFVHuVNG1r8qr4cJJQK5uVLnbmlOcDO4xBa2T0vjBNNXdhVxkn16Pc5i,eBCDq3BccN ZcG3lYuKxV xWqRmqrn06 OFr7EpHQ4h bPXsC8rlB5 zDZQdYNuak 2HasNyGV2n hIHahp8bvP WrHnN0FJDX PnoSaZ1LT1 L0tw4Jf4ONi4R133Vqmjc ccUBiGVJOd W9mvGQV5Bx ,Complete Columnar Transposition
MPLhZwrZY1dZlRDn7kbhj3OMwnfJ6uabsimfQ8IiScWS2y7HiZ6dtH3hYScKp69d69wtHsTCn6HwCW0FMC4nLZH8Vjr1TvORupH1gx2fIkFj3RmWG3iB7r2iLw39gGvl3xxPDRAXHY,psokczucb1gcougq7nekm3rpzqim6xdevlpit8llvfzv2b7klc6gwk3kbvfns69g69zwkvwfq6kzfz0ipf4qock8ymu1wyruxsk1ja2ilnim3upzj3le7u2loz39jjyo3aasgudakb,Compressocrat
v2tqVGDygRZva0TWsGJsLVh4T2uVbGKiPqsATscp6vbC72AM7xwYwMSZX7nx3vGGe2dGWTiQjCCXvtCX1COF7FrxK3lxs4ThinGCj2sVLZZpEMENcbFdTs3v5xMsJ1tKSVAD5q7U25gBBimRKvYAQ,y2wtyjgbjucyd0wzvjmvoyk4w2xyejnlstvdwvfs6yef72dp7azbzpvca7qa3yjjh2gjzwltmffaywfa1fri7iuan3oav4wklqjfm2vyoccshphqfeigwv3y5apvm1wnvydg5t7x25jeelpunybdt,Compressocrat
hYj6XjFjREzxmZe8s0x8hSOmrgF67O0ddvs9xvJpYswwN9v41x7BZl9hBJ9QnnxY7QES3WAAGdJ0YNwWatZVLfbGAWTdsmfEfx6vREJuXkfOTLDLoozJy4cX8NR9p3eQR,kbm6amimuhcapch8v0a8kvrpuji67r0ggyv9aymsbvzzq9y41a7eco9kem9tqqab7thv3zddjgm0bqzzdwcyoiejdzwgvpihia6yuhmxanirwogorrcmb4fa8qu9s3htu,Compressocrat
mMffgx1nlckzsdcNTmRRUpTn8KBpFLcl6aQQ4pIJOCHk8P8eJINnHts88CHgWWAXCBzpV4r41ZiVaIotGSflslVXzBsErjU0Atr2bqDPJmXRWkWFM0BApCMYPuHfRSJEC02trNKktyHCQft78,znQeg4l0RYt7 gTFOHCazbMRt MdKpIWZltkuN nRlk8ptEPAEC lU688VGrJpCQ fcBINAiVrWHK ms84JW1sAWPr8kTQ8HrfUXM2t xmLCtBIBq0Sy fNpJnXVX2Ffk cpaPC4SjmC0f 1RcHszosDBJH ,Complete Columnar Transposition
Nra8jOyYYLWa2J8KZyrX9LyyAQZHe95hQIl1iKYYjpQXPO4PiryJFil5doDnoFTJXrdyRTenGAF6tT4H9uFGpd7qYvuLyRZ64uRXCQzP0Q6Yx0ZDGyJRad4wve,8JyIXiJAGRPy raLhpJFnuLQDeNW95jyoe9uCZvj8AlPlXFpZ0J YreYiDR4YRx4 OKQ1O5r6d6QR a2yQQFTGFyzG LX9YrnTHvX0w YyHKPoyTquYd yZZi4ddt746a ,Complete Columnar Transposition
DcxAgq9Bwm4qZqlcdsjfRGBCqDTg3xidpufOKfKHwQ8QbZvAxOgpou42JudIfOqm6l1lTKG37E5BATnl2FQLSTdXrinnJgazc6VZGNeV0FccxjiMfHrwD51P,gfadjt9ezp4tctofgvmiujeftgwj3algsxirninkzt8tecydarjsrx42mxglirtp6o1ownj37h5edwqo2itovwgaulqqmjdcf6ycjqhy0iffamlpikuzg51s,Compressocrat
